Site,GPS,Altitude_ft,Date,Measurer,Recorder,Team,Permit,Time,Species,Sample_ID,Cell_line_sample_ID,Sex,Age,Reproductive_status,Mass_g,Forearm_mm,Ear_mm,Tragus_mm,Tail_mm,Total_mm,Tail_fringe,Keeled_calcar,Tail_past_membrane,Ear_color_same_as_fur,Intrascapular_bald_patch,Blunt_tragus,Steep_forehead,Furred_underwings,Notes,Sequencing_notes,Extraction_ng,Extraction_ng-ul,Extraction_260-280,avg_fragment_length_kb,Extraction_method,Extraction_location,Extraction_successful,Cell_line,Remaining_punches
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:31,MYCA/MYCI,LE149,,M,A,NR,5,33,12,7,-,-,N,Y,Y,N,N,N,N,N,thumb: 4.5mm; can't feel sagital crest; shallow forehead; looks MYCI except ear length,,,,,,,,,,2
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,21:07,MYEV,LE150,,M,A,NR,6,38,21,11,-,-,N,N,Y,N,N,N,-,N,brown at tip of penis (feces?); 1mm hole in wing,to UA,768.35,15.367,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,-,MYEV,LE151,,M,A,NR,7,41,22,9,-,-,N,N,Y,N,N,N,-,N,"nub tail; bald around eyes; ears black; ventral lighter than dorsal; brown wing; in hand looked evotis but second guessed maybe auriculus - after capturing auriculus later in the night, now more confident in MYEV during data entry",to UA,403.35,8.067,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,21:20,MYEV,LE152,,M,A,NR,6.5,40,22,10,-,-,N,N,Y,N,N,N,-,N,bald around eyes,to UA,585.85,11.717,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,21:25,MYTH,LE153,,M,A,NR,6.5,42,18,9,-,-,Y,N,Y,N,N,N,-,N,dull tan; ventral lighter than dorsal; spider mite,,,,,,,,,,2
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:58,MYVO,LE154,,M,A,NR,7,39,12,6,-,-,N,Y,Y,Y,N,N,-,Y,"""I am the night"" (like occultus behavior from Tule Tank - curving wings forward above head); chestnut fur; ears nt past nostrils (MYOC???)",to UA,802.15,16.043,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:06,MYEV,LE155,,M,A,NR,6.5,41,22,11,-,-,N,N,N,N,N,N,-,N,ventral lighter than dorsal,to UA,1417.3,28.346,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:34,MYAU,LE156,,F,-,NR,8,40,19,8,-,-,N,N,Y,Y,N,N,-,N,1 bat bug; brown dorsal; brown nose and ear; straw colored ventral fur,to UA,842.75,16.855,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:44,MYTH,LE157,,M,A,NR,8,38,22,11,-,-,Y,N,Y,N,N,N,-,N,dainty fuzzy toes; 2-tone ear; looks like MYEV except fringed; forearm too small and ears too large to be MYTH? (photos),to UA,730.05,14.601,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:50,MYAU,LE158,,M,A,NR,6,37,19,9,-,-,N,N,Y,Y,N,N,-,N,"light brown overall, straw cold belly; bald pink mask; 2-tone ear",,,,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:02,MYVO,LE159,,M,-,-,7.5,40,11,5,-,-,N,Y,Y,Y,N,-,-,Y,dark brown fur,to UA,535,10.7,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:10,MYVO,LE160,,M,A,NR,7.5,39,12,6,-,-,N,Y,Y,Y,N,N,-,Y,-,to UA,540,10.8,,,,,,,1
Agua_caliente,"32.281303, -110.730285",,15 October 2021,Rose Hadair,Rose Haidar team member,Rose Hadair et al.,,-,MYVE,LE161,,M,,,,,,,,,,,,,,,,,stored in RNAlater instead of silica,30x complete,,,,,phenol-chloroorm,UA,yes,,0
Sabino_dam_top,"32.315223, -110.211072",2754,6 May 2022,MEL,Bree Dean,"MEL, Melanie Bucci, Gena Sandoval, Bree Dean, Roger, Liz",MEL AZGFD,19:57,NYMA,-,-,F,A,NR,-,60,19,-,49,143,-,-,Y,-,N,-,-,-,"No check on ectoparasites, floof on feet, very large",,,,,,,,,,
Sabino_dam_top,"32.315223, -110.211073",2754,6 May 2022,MEL,Bree Dean,"MEL, Melanie Bucci, Gena Sandoval, Bree Dean, Roger, Liz",MEL AZGFD,20:02,MYVE,-,-,F,A,NR,-,42,14,6,35,-,N,N,Y,Y,Y,N,-,N,"No check on ectoparasites, vaginal area is open, very vocal",,,,,,,,,,
Sabino_dam_top,"32.315223, -110.211074",2754,6 May 2022,MEL,Bree Dean,"MEL, Melanie Bucci, Gena Sandoval, Bree Dean, Roger, Liz",MEL AZGFD,20:20,NYFE,-,-,M,A,-,-,47,20,6,37,-,-,-,-,-,-,-,-,-,"No check on ectoparasites, scar tissue on wings, hairy toes, no clumps",,,,,,,,,,
Sabino_dam_top,"32.315223, -110.211075",2754,6 May 2022,MEL,Bree Dean,"MEL, Melanie Bucci, Gena Sandoval, Bree Dean, Roger, Liz",MEL AZGFD,21:05,TABR,-,-,M,A,NR,-,43,15,4,31,-,-,-,-,-,-,-,-,-,"No check on ectoparasites, fuzzy toes, big hole in wing + scar tissue",,,,,,,,,,
Sabino_dam_top,"32.315223, -110.211076",2754,6 May 2022,MEL,Bree Dean,"MEL, Melanie Bucci, Gena Sandoval, Bree Dean, Roger, Liz",MEL AZGFD,21:32,MYYU,LE162,-,F,A,NR,5.5,34,12,6,-,-,N,N,Y,Y,N,N,N,N,"No check on ectoparasites, blonde dorsal, paler belly, 5mm thumb",,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,21:17,MYLU,-,-,F,A,P,6.5,34,10,4,-,-,-,-,-,-,-,-,-,-,"*Later moved to Rose's notes, no keel, 2-toned ventral fur, no hairy armpits",,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,21:31,LABL,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,21:35,TABR,-,-,M,A,NR,14.7,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,21:38,TABR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,21:59,LANO,-,-,F,A,NR,-,41.6,11,2,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,22:10,LANO,-,-,F,A,P,10.3,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,22:26,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,-,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,-,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,-,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,-,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,-,LANO,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,-,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,23:19,LANO,-,-,F,A,P,-,39,10,2,-,-,-,-,-,-,-,-,-,-,*Later moved to Rose's notes,,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,21:43,MYLU/MYYU,LE163,B3S1-3,F,A,NR,7,34,12,5,-,-,-,-,-,-,-,-,-,-,"*Later moved to Rose's notes, punched on right wing",,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,22:12,MYLU/MYYU,LE164,B3S1-4,F,A,P,5.4,32,11,4.8,-,-,-,-,-,-,-,-,-,-,"*Later moved to Rose's notes, probably Myotis Lucifigus",,,,,,,,,,
Dye_Creek_Lower,"40.101573, -122.054282",289,21 May 2022,,Breana,"Elise, Rose, Manny, Kim, Sierra, Bridget, Breana",Rose,22:20,MYYU/MYLU,LE165,B3S1-5,M,A,S,5.2,33.9,11,5,-,-,-,-,-,-,-,-,-,-,"*Later moved to Rose's notes, 2-toned ventral fur, old punch",,,,,,,,,,
Dye_creek_upper_canyon,"40.106088, -122.036907",390,22 May 2022,-,-,"Rose, Manny, Sierra, Bridget, Brianna, Kim",Rose,21:00,MYYU/MYLU,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No check on ectoparasites,,,,,,,,,,
Paynes_Creek,,,23 May 2022,-,-,Rose's team,Rose,-,MYYU/MYLU,LE166,-,F,A,NR,-,34,12,-,-,-,-,N,-,-,-,-,-,-,"Rose's data sheet; Thumb length 6mm, foot length 6mm, bald underwing, glossy brown fur, pointed tragus, beige underbelly",,,,,,,,,,
Paynes_Creek,,,23 May 2022,-,-,Rose's team,Rose,-,MYYU/MYLU,LE167,B3S1-7,F,A,NR,-,35,10,6,-,-,-,-,-,-,-,-,-,-,Rose's data sheet,,,,,,,,,,
Paynes_Creek,,,23 May 2022,-,-,Rose's team,Rose,-,MYYU/MYLU,LE168,B3S1-9,F,A,NR,-,35,11,4,-,-,-,N,-,-,-,-,-,-,Rose's data sheet,,,,,,,,,,
Paynes_Creek,,,23 May 2022,-,-,Rose's team,Rose,-,MYYU/MYLU,LE169,B3S1-10/25,F,J,NR,-,35.4,11,4,-,-,-,N,-,-,-,-,-,-,"Rose's data sheet; Thumb length 8.8mm; dark brown fur, white 2-toned underbelly",,,,,,,,,,
Paynes_Creek,,,24 May 2022,-,-,Rose's team,Rose,-,MYYU/MYLU,LE170,B3S1-11,M,A,NR,-,34.4,10,5,-,-,-,N,-,-,-,-,-,-,Rose's data sheet; Thumb length 7mm; dark glossy brown fur,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211884",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,19:40,PAHE,-,-,M,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211885",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:15,PAHE,-,-,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Let go at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211886",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:16,PAHE,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Let go at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211887",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:18,PAHE,-,-,M,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ectoparasites on wings (1 per wing),,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211888",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:23,PAHE,-,-,M,A,NR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211889",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:32,NYFE,-,-,M,A,NR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211891",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:15,PAHE,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net; ectoparasite,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211892",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:18,PAHE,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211893",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:20,PAHE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211894",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:40,PAHE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211895",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:45,PAHE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211896",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:13,PAHE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at processing table,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211897",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:13,PAHE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211898",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:14,PAHE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ectoparasite,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211900",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:15,TABR,-,-,M,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211901",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:21,TABR,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211902",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:24,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,Y,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211903",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:32,NYFE,-,-,M,A,NR,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211904",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:37,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211905",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:37,TABR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No measurements taken,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211906",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:39,TABR,-,-,F,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211907",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:42,TABR,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211908",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:42,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211909",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:42,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211910",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:45,TABR,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211911",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,22:05,TABR,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211912",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,22:05,LAXA,-,-,M,A,S,-,45,-,-,-,-,-,-,-,-,-,-,-,-,Barbs on penis,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211913",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,22:06,TABR,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211914",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,22:08,TABR,-,-,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211915",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,22:09,TABR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211916",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,22:15,NYFE,-,-,F,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211917",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,22:29,TABR,-,-,F,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Released at net,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211890",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,20:37,MYVE,LE185,-,M,-,S,-,45,15,8,-,-,N,N,Y,-,-,N,-,-,Single punch taken; formerly LEtemp1,,,,,,,,,,
Sabino_Canyon_Dam,"33.314882, -110.211899",2719,27 May 2022,Elise Lauterbur,Bree Dean,"Elise, David, Gena, Melanie, Neal, Roger, Bree",MEL AZGFD,21:15,MYVE,LE186,-,M,A,NR,9,43,13,8,-,-,-,-,-,-,Y,-,-,-,Has been sampled before; formerly LEtemp2,,,,,,,,,,
Cienega_creek,"32.019644, -110.645705",,6 June 2022,-,-,Rose's team,Rose,20:00,MYVE,LE171,B3S1-13/25,M,A,S,-,41,12,6,-,-,-,-,-,-,-,-,-,-,moved to Rose's data sheet so this may be duplicate,to Julie Weckworth,,,,,,,,,
Cienega_creek,"32.019644, -110.645706",,6 June 2022,-,-,Rose's team,Rose,-,MYVE,LE172,-,M,A,S,-,43.5,14,7,,-,-,-,-,-,-,-,-,-,Rose's data sheet; thumb length 9mm; foot length 8mm,to Julie Weckworth,,,,,,,,,
Cienega_creek,"32.019644, -110.645707",,6 June 2022,-,-,Rose's team,Rose,-,MYVE,LE173,-,M,A,NR,-,43,15,8,,-,-,-,-,-,-,-,-,-,Rose's data sheet; thumb length 6mm; foot length 10mm,to Julie Weckworth,,,,,,,,,
Mission Garden,"32.213297, -110.987032",2580,22 June 2022,-,-,"MEL, Gena, Roger, Chuck Graf, Kendall Krosen",MEL AZGFD,21:34,PAHE,-,-,F,A,L,4.5,33,11,3,-,-,-,-,-,-,-,-,-,-,0 ectoparasites,,,,,,,,,,
Mission Garden,"32.213297, -110.987032",2580,22 June 2022,-,-,"MEL, Gena, Roger, Chuck Graf, Kendall Krosen",MEL AZGFD,22:00,MYVE,LE174,B3S1-23,M,A,NR,8.5,41,12,6,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
Southwest_Research_Station,"31.883502, -109.205874",5376,16 September 2022,MEL,-,"MEL, Melanie Bucci, Addison Lander, ECOL485 students",MEL AZGFD,19:30,TABR,-,-,M,A,-,10.5,-,-,-,-,-,-,-,-,-,-,-,-,-,No check on ectoparasites,,,,,,,,,,
Southwest_Research_Station,"31.883502, -109.205875",5376,16 September 2022,MEL,-,"MEL, Melanie Bucci, Addison Lander, ECOL485 students",MEL AZGFD,19:30,TABR,-,-,M,A,-,10.2,-,-,-,-,-,-,-,-,-,-,-,-,-,No check on ectoparasites,,,,,,,,,,
Southwest_Research_Station,"31.883502, -109.205877",5376,16 September 2022,MEL,-,"MEL, Melanie Bucci, Addison Lander, ECOL485 students",MEL AZGFD,19:39,PAHE,-,-,F,A,P/L,5,-,-,-,-,-,-,-,-,-,-,-,-,-,Small mites,,,,,,,,,,
Southwest_Research_Station,"31.883502, -109.205878",5376,16 September 2022,MEL,-,"MEL, Melanie Bucci, Addison Lander, ECOL485 students",MEL AZGFD,20:55,EPFU,-,-,F,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Many orange mites on wing,,,,,,,,,,
Southwest_Research_Station,"31.883502, -109.205876",5376,16 September 2022,MEL,-,"MEL, Melanie Bucci, Addison Lander, ECOL485 students",MEL AZGFD,-,LACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
Southwest_Research_Station,"31.883502, -109.205876",5376,16 September 2022,MEL,-,"MEL, Melanie Bucci, Addison Lander, ECOL485 students",MEL AZGFD,-,LACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
Southwest_Research_Station,"31.883502, -109.205876",5376,16 September 2022,MEL,-,"MEL, Melanie Bucci, Addison Lander, ECOL485 students",MEL AZGFD,19:38,MYVO,LE175,-,M,A,-,6.5,34,12,6,-,-,N,Y,Y,Y,N,N,-,Y,Mite: 1,,,,,,,,,,
South_Fork,"31.874152, -109.182752",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,18:40,TABR,-,-,M,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No check on ectoparasites,,,,,,,,,,
South_Fork,"31.874152, -109.182753",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,18:45,TABR,-,-,M,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No check on ectoparasites,,,,,,,,,,
